repo	stars	forks	created	pushed	lang	license
EternalAbby/Dependency-Injection-Extravagant.luau	3	0	2025-08-02	2026-04-12	Luau	MIT
EternalAbby/Timer-lua	1	0	2026-04-12	2026-04-12		Apache-2.0
EternalQuestion/Robloxconvertion	0	0	2026-06-06	2026-06-14		
ETERNALSCRIPTRB/adminPAINELrb	0	1	2025-09-26	2025-09-26		
ETH-GLOBAL-ONLINE/voxel-bench	0	0	2026-09-07	2026-09-13	TypeScript	
eth0fox/gha-test	0	0	2021-11-21	2021-11-21		
eth0fox/vanilla-installer	0	0	2021-11-06	2021-11-06	Rich Text Format	NOASSERTION
ethan-ig/ultimate-build-vibecoding	0	0	2026-09-07	2026-09-19	Luau	
ethanajohnson0628-cmyk/roblox-conquerors-game	0	0	2026-09-04	2026-09-04		
Ethanbasiccoder/the-character-code	0	0	2022-09-09	2022-09-09		
ethanbinder/blox-wordle	0	0	2026-07-30	2026-07-30	Luau	
EthanC922/Roblox-Prospecting-Simulation	0	0	2025-08-07	2025-08-07		GPL-3.0
ethancatmew/cowabunga-cover-bot	0	0	2026-07-07	2026-09-14	Python	
EthanChas/robloxlimbo-GPS	0	0	2025-11-27	2025-11-27		
ethanchiou/RollAndReinforce	0	0	2026-05-19	2026-05-19	Luau	
Ethancomputermad/RbxTwitch	0	0	2014-09-07	2014-09-07	Lua	
ethandevelopz/network-library	0	0	2026-08-17	2026-09-14	Lua	NOASSERTION
ethandevelopz/radio-api	0	0	2026-08-21	2026-08-21	Lua	NOASSERTION
ethangtkt/Outrageous-Blades	6	1	2022-01-04	2024-10-21	Lua	
ethanir/robloxfits	0	0	2026-04-08	2026-04-11	TypeScript	
ethanjmenezes-lab/Roblox-Zombie-Surviival-game	0	0	2026-09-09	2026-09-09		
Ethanlol-creator/Roblox-game	0	0	2026-04-30	2026-04-30		
EthanMahaja/special-game	0	0	2024-05-07	2024-05-07		LGPL-2.1
ethanolle/roblox	0	0	2020-09-17	2020-09-23	JavaScript	
Ethanthegrand/CanvasDraw	22	4	2025-01-06	2026-07-17	Luau	
Ethanthegrand/FastCanvas	3	0	2023-12-30	2026-07-09	Luau	
ethantherizzler2/Pulsar-Internal	5	0	2026-02-21	2026-07-14	C++	
ethantherizzler2/RBX-Process-Inspector	10	2	2025-10-24	2026-07-14	C++	MIT
ethantherizzler2/Roblox-Internal-ui	3	0	2026-01-26	2026-07-14	C++	
EtherHub999/Battle-Pet	0	0	2026-06-11	2026-06-13		
eThisDeveloper/robloxgyrosite	0	0	2023-05-02	2023-05-03	HTML	
Ethkort/OrionReloaded	0	0	2023-10-21	2023-10-21		
ethss/RobloxMessageArchiver	0	0	2024-07-13	2024-07-13	Python	
etilton/ROL-patches	0	0	2023-12-05	2023-12-05		
Etipufhu/BloxAtlas	1	0	2026-09-21	2026-09-21	Python	MIT
EtiTheSpirit/EtiLibs	3	0	2021-11-20	2021-12-05	Lua	MIT
EtiTheSpirit/Image-to-RBXLua	1	0	2016-12-11	2016-12-12		
EtiTheSpirit/Java-SpiralSpy-XML-Converter	0	0	2015-01-15	2015-11-02	Java	
EtiTheSpirit/MinecraftForge-RemoteEvent	1	0	2018-11-18	2019-04-16	Java	MIT
EtiTheSpirit/SpiralSpy-XML-Reader	0	0	2015-01-11	2015-01-17	Lua	
etmerda/captsha	1	0	2024-04-24	2024-04-25	TypeScript	MPL-2.0
etobaza/gun-rng	0	0	2026-08-07	2026-08-28	Luau	
etohgame/kit	25	28	2025-04-29	2026-08-13	Luau	
etonach85-commits/Legends-of-speed	0	0	2026-05-09	2026-05-12	Luau	
etonach85-commits/Script-legends-of-speedby-ZARCH-HUBs	0	1	2026-05-12	2026-08-16	Luau	
eturtyu68-ui/Myoutif	0	0	2025-10-09	2025-10-09		
etwong65/Trials-of-the-Abyss	0	0	2026-02-28	2026-02-28		
etxeba/snag-a-mascot	0	0	2026-03-10	2026-03-10	Luau	
etzabo/ro-fps-agent	0	0	2024-09-19	2024-09-24		
EUC4LYPTU5/MiscAssets	0	0	2026-02-09	2026-06-18	Lua	
EUC4LYPTU5/NexusLib	0	0	2025-06-14	2026-08-23	Lua	
EUC4LYPTU5/roblox_ui_libs	0	0	2026-03-07	2026-03-08	Lua	
EugeneOny1/RobloxGameDev	0	0	2025-11-06	2026-01-28	Lua	
eulden/roblox-asmr-troll-obby	0	0	2026-09-08	2026-09-08		
eulernumbersquared/rf-incremental	0	0	2026-04-23	2026-04-23		
euloxa/CloneAvatar	0	0	2026-08-17	2026-08-17	Lua	GPL-3.0
euloxa/Library	0	0	2026-08-17	2026-09-24	Lua	GPL-3.0
eunaoseimano50w-beep/scripts-roblox-.lua	0	0	2026-01-27	2026-01-27	Lua	
Eunari-Eri/roblox-web-profile-changer	0	0	2024-06-14	2024-06-14	JavaScript	
eunki7/go-roblox-server	0	1	2021-09-06	2021-09-10	Go	MIT
EuoTER/myprofile.github.io	0	0	2026-04-12	2026-04-12	HTML	
euphorized/Neko-LuaVM	0	0	2026-06-19	2026-06-19	CSS	
euphorized/Roblox-External-Base	4	1	2026-06-17	2026-06-17	C++	
EuropeseRP/rijbewijs-theorie-examen	0	0	2025-11-23	2025-11-23	HTML	
eusoMath/ProjetoRoblox	0	0	2024-10-15	2024-10-16		
eutylone/roblox	0	0	2023-06-30	2023-08-14	Jupyter Notebook	
eutyteam/robloxpentesting	1	0	2023-12-09	2024-04-10		
ev4198429-creator/Millogui	0	0	2025-10-21	2025-10-21		
evaera/Aurora	23	3	2018-08-21	2020-09-14	Lua	MIT
evaera/Bubbles	4	0	2019-01-07	2019-01-09	Lua	
evaera/Cmdr	525	155	2018-05-29	2026-09-16	Luau	MIT
evaera/EvLightning	52	11	2018-04-07	2022-08-22	Lua	MIT
evaera/Fabric	60	4	2020-09-14	2021-10-04	Lua	MIT
evaera/LuaAlgorithms	22	3	2018-05-26	2021-02-19	Lua	MIT
evaera/plasma	43	11	2021-11-22	2024-07-16	Lua	MIT
evaera/Quicksave	27	7	2020-10-23	2021-05-08	Lua	MIT
evaera/RadialSpriteSheetGenerator	15	7	2018-06-13	2022-12-08	TypeScript	MIT
evaera/rbx-resources	2	1	2018-11-05	2019-08-25	TypeScript	
evaera/RbxSync	29	11	2016-08-12	2018-05-22	MoonScript	GPL-3.0
evaera/roblox-animation-transfer	53	22	2019-01-30	2023-07-14	TypeScript	MIT
evaera/Roblox-FFlag-Watcher	25	10	2019-03-18	2024-01-01	TypeScript	MIT
evaera/roblox-image-size	6	1	2018-02-02	2022-12-07	Lua	MIT
evaera/roblox-lua-promise	352	86	2019-09-10	2024-08-06	Lua	MIT
evaera/Rocs	18	3	2019-01-22	2020-09-14	Lua	MIT
evaera/RoVer	150	193	2017-04-04	2022-06-09	JavaScript	Apache-2.0
evaera/vscode-roblox-api-explorer	24	6	2020-04-07	2022-12-30	TypeScript	MIT
Evan2014-R/join-my-roblox-game	0	0	2026-09-24	2026-09-24	HTML	
evancg37/Roblox-DialogsGUIModule	0	0	2017-08-12	2018-07-30	Lua	
evandanderson/roazure	0	0	2026-07-17	2026-07-17		
EvanJYHe/glazinggorillagames-web	1	0	2026-05-05	2026-09-04	JavaScript	
evanlove2840/Boom	0	0	2025-10-20	2025-10-20		
evanschacht/Mistborn	0	0	2026-09-20	2026-09-24	Luau	
evanss2025/roblox-sports-game	0	0	2024-07-29	2024-08-16	Lua	
EvansSource/RoundedUIScaleChart	0	0	2021-05-05	2021-05-05		
evantalon728-byte/Action-bot-Roblox-	0	0	2026-05-16	2026-05-16		
EvanTheHuman/StoryTeller	0	0	2021-02-08	2021-02-08	Lua	MIT
Evaslay16/Eva	0	0	2026-04-26	2026-04-26		
evenhp/ur	0	0	2026-06-20	2026-06-20		
EvenRB/storage-hunters-wiki	0	0	2026-07-25	2026-08-05	TypeScript	
eventmaster159/mabbytenorio	0	0	2019-03-13	2019-03-13		
eveonau/Framework	0	0	2025-06-09	2025-06-11	Luau	
everaldooliveiracnet-bot/Wiiblox-Fixed-SRC	0	0	2026-06-08	2026-06-08		
EvercyanRBX/CRIMSON-RPG	1	0	2025-10-04	2025-10-04		MIT
EvercyanRBX/Roblox-Custom-Classes	2	0	2021-02-17	2021-08-17	Lua	
EverDaleTop/roblox-doc-search	0	0	2026-03-23	2026-03-25	TypeScript	
everferreira/robloxstudiomasters.github.io	0	0	2023-07-13	2023-07-13	HTML	
EverLeaf-Online/roblox	0	0	2026-09-14	2026-09-19	Luau	
eversonmm/Teste-para-professor-Roblox-studio	0	0	2025-08-24	2025-08-24		
Eversystem329/INFO	0	0	2025-06-12	2025-06-12		
everton802/Everplace-	0	0	2026-02-19	2026-02-19		
EveryoneDestroysTheWorld/turf-war	2	0	2023-12-07	2025-03-02	Lua	
eves26phylum/deadline-ts	0	0	2026-05-19	2026-06-28	JavaScript	Apache-2.0
eves26phylum/DeadlineUIRecreation	1	0	2026-04-11	2026-04-19	Brainfuck	Apache-2.0
eves26phylum/dl-ts	0	0	2026-05-19	2026-07-17	Lua	Apache-2.0
eves26phylum/ProcedurallyGeneratedDeadlineMapLoader	0	0	2026-05-10	2026-05-19	Luau	Apache-2.0
Evevemue/Roblox-Daily-Reward-System	0	0	2026-07-14	2026-07-14	Luau	
Evevemue/Upgrade-System	0	0	2026-07-14	2026-07-14	Luau	
evgeniy-v-vasilenko/HiDPI	0	0	2024-11-22	2024-11-22	Batchfile	GPL-3.0
EvgenyKZX/kostas-piano	0	0	2026-03-25	2026-03-25		
evil-nsapple/custom-roblox-chat-filter	0	0	2025-07-05	2025-07-06	Luau	
evilalienware/WallyV3-UI-Library	0	0	2023-09-10	2023-09-10		
evilbocchi/alyanum	20	4	2024-08-17	2026-08-24	Luau	MIT
evilbocchi/bocchi-upgrade-tree	4	0	2025-07-03	2025-07-10	Luau	MIT
evilbocchi/decillion	3	1	2025-08-30	2026-02-02	TypeScript	MIT
evilbocchi/ejt	2	0	2024-08-11	2025-10-05	TypeScript	MIT
evilbocchi/eternal-empire	17	2	2025-04-08	2026-09-23	TypeScript	NOASSERTION
evilbocchi/fletchette	2	1	2024-03-11	2026-02-17	TypeScript	MIT
evilbocchi/infinitehamsters72	1	0	2026-02-10	2026-06-06	TypeScript	MIT
evilbocchi/jconveyor	2	0	2024-11-20	2025-04-08	Luau	MIT
evilbocchi/rbxnamecolor	0	0	2025-02-22	2025-05-05	TypeScript	MIT
evilbocchi/rbxts-asset-sync	9	0	2025-07-05	2026-01-03	TypeScript	MIT
evilbocchi/rbxts-asset-sync-vscode	0	0	2025-07-05	2025-07-07	TypeScript	MIT
evilbocchi/rbxts-instance-tree-sync	0	0	2025-08-16	2025-08-16	JavaScript	MIT
evilbocchi/rbxts-keyed	0	0	2024-08-10	2024-08-10	TypeScript	MIT
evilbocchi/rbxts-rofirestore	0	0	2025-10-06	2025-10-06	Luau	MIT
evilbocchi/rbxts-stringbuilder	0	0	2025-02-26	2025-03-24	Luau	MIT
evilbocchi/rbxts-transformer-instances	0	0	2025-04-06	2026-08-14	TypeScript	MIT
evilbocchi/serikanum	7	1	2024-07-30	2026-08-24	Luau	MIT
evilbocchi/unnamespaced-keyed	0	0	2024-08-10	2024-08-11	Luau	MIT
evilbocchi/vscode-rbxts-jest	0	0	2025-11-27	2025-12-25	TypeScript	MIT
evilgenius25/DRBot	0	0	2022-05-23	2022-05-23		
evilgenius25/EVAC	0	0	2022-08-21	2022-08-21		
evilrandian/Chat-System	0	0	2026-05-25	2026-05-26	Lua	
evituu/luau-inscricao	1	0	2026-05-13	2026-05-16	TypeScript	
evo42/rb-server	0	0	2025-12-01	2025-12-01	HTML	
evoincorp/doom	0	0	2024-10-30	2025-02-17	Luau	
eVoletScorpion/Scorp-s-Dash-Mechanic	1	0	2024-05-16	2025-05-19		GPL-3.0
Evoloxi/LuauLayer	5	1	2025-06-02	2025-09-26	Kotlin	
Evolve2000/roblox-discord-bot1	0	0	2026-07-15	2026-07-15	Python	
evonar543/rdd-plus	0	0	2026-04-02	2026-04-02	TypeScript	
evonar543/roblox-oldweb-ui	0	0	2026-07-07	2026-08-01	Lua	MIT
evonar543/roblox_bridge_agent	0	0	2026-08-02	2026-08-09	Lua	MIT
evonar543/vision-roblox-mcp	0	0	2026-07-16	2026-07-16	TypeScript	MIT
Evonz20/R0BL0X-PREMIUM-CHECKING.	0	0	2025-12-06	2025-12-06	Python	Apache-2.0
Evonz20/RBX-OS1NT1NG-ADVANCED-VER	0	0	2025-12-06	2025-12-06	Python	GPL-3.0
Evorsiooo/rstx	0	0	2024-05-19	2024-05-20	HTML	
EvThatGuy/studio88-fighter	0	0	2026-05-05	2026-05-05	Luau	
evxryyy/Portfolio-work-exemple	0	0	2025-06-10	2025-07-31	Luau	
evxryyy/Rbxenv	3	0	2025-07-28	2026-08-21	Luau	MIT
EvyOksi/VesperaGUI	0	0	2025-01-21	2025-01-22	Lua	MIT
ewa-melnyk/roblox	0	0	2025-08-06	2025-08-13	HTML	
EwannJ/TSSE-bot	0	0	2026-08-22	2026-08-23	Python	
Ewanophobia/earf	0	0	2026-07-19	2026-07-19	Luau	MIT
Ewanophobia/pxl	0	0	2023-09-04	2023-09-04		
ewasion137/bss-calculator	0	0	2026-01-24	2026-02-14	JavaScript	MIT
ewd3v/luau-vm-compress	1	0	2025-01-01	2025-01-03	Luau	MIT
ewd3v/luau_attempt	0	0	2025-09-01	2025-12-03	Luau	MIT
ewd3v/luau_graft	2	0	2025-11-02	2025-11-13	Luau	MIT
ewd3v/luau_maid	0	0	2025-10-31	2025-10-31	Luau	MIT
ewd3v/luau_noyield	0	0	2025-09-03	2025-09-03	Luau	MIT
ewd3v/luau_package_template	0	0	2026-07-05	2026-07-10	Luau	MIT
ewd3v/luau_scheduler	0	0	2026-07-07	2026-07-11	Luau	MIT
ewd3v/luau_signal	0	0	2025-11-01	2025-11-01	Luau	MIT
ewd3v/lune_darklua_build	3	1	2025-04-26	2025-11-11	Luau	MIT
ewd3v/lune_graft	1	0	2025-11-06	2025-11-06	Luau	MIT
ewd3v/lute_std_lint	0	0	2026-07-06	2026-07-09	Luau	MIT
ewd3v/Plates-of-Doom	0	0	2024-12-19	2024-12-26	Luau	MIT
ewd3v/roblox_graft	1	0	2025-11-06	2025-11-20	Luau	MIT
ewd3v/setup-luau	0	0	2025-08-24	2025-08-24		MIT
ewd3v/tiniest_pesde	0	0	2025-11-19	2025-11-20	Luau	NOASSERTION
ewd3v/vide_nts_types	0	0	2026-05-06	2026-05-07	Luau	MIT
ewd3v/wide	0	0	2025-02-04	2026-05-10	Luau	MIT
Ewerton-bit/99-noites-na-floresta	9	7	2025-08-15	2025-08-15	Lua	GPL-3.0
Ewieps/COMM	0	0	2026-08-01	2026-08-01	TypeScript	
ewilliamsh83/pixelymurphy	0	0	2026-02-07	2026-02-08	JavaScript	
ex9d/Sniping-tool-Roblox	0	0	2023-05-23	2023-05-23	Python	
EXBStudios/PointsAndSwitches	1	0	2025-03-10	2025-03-30	Lua	
Excellencedev/baggage-conveyor-belt	0	0	2026-02-05	2026-02-07	Luau	
exceptionee/SuperWatcher	1	0	2023-07-29	2025-02-27	TypeScript	
ExcludedDignity/LuaRoblox	0	0	2023-12-25	2023-12-25	Lua	
excludedx/Generic-Gaem-Roblox-	0	0	2021-04-13	2021-04-13		
ExCodexStudios/RBX-Docs	0	0	2022-08-08	2022-08-08		
ExCodexStudios/RBX-QuickDirectory	0	0	2022-08-08	2022-08-08	Lua	
executor-ts/template	0	0	2025-12-22	2025-12-29	JavaScript	ISC
exefer/ropasses	0	0	2024-03-12	2024-05-11	TypeScript	
exelarios/infinitum	1	0	2020-09-03	2020-09-03	Lua	
exelarios/kami	1	0	2021-01-26	2022-01-31	JavaScript	
exelerantt/StarterRepository	0	0	2026-08-17	2026-08-17	Luau	MIT
Exeloute/roblox	0	0	2026-08-28	2026-08-28	HTML	
ExeLuke666/openniccom	1	1	2023-07-11	2023-07-11	Lua	GPL-3.0
ExeLuke666/passport-roblox-luke	1	0	2025-09-17	2025-09-26	JavaScript	
EXELVI/Discord_roblox_verify	0	0	2024-08-02	2024-08-22	JavaScript	
Exelz-x/roblox-opencloud-backend	0	0	2025-09-26	2025-09-26	JavaScript	
exemnn1/portfolio	0	0	2026-03-14	2026-03-14		
ExercitusMortem/roblox-typescript-react-template	0	0	2025-07-02	2025-08-15	PowerShell	ISC
ExercitusMortem/RobloxECSRepo	0	0	2024-01-13	2024-01-13	Lua	
ExercitusMortem/RobloxInventoryOOP	0	0	2023-12-20	2024-09-12	Lua	
exesnn/universa	0	0	2025-02-15	2025-02-15		
ExiledRadio/BeastWars	0	0	2026-09-23	2026-09-23		
exiozz/Roblox	1	0	2026-01-19	2026-01-19	Luau	
exlumiaa/Roblox-Game-Update-Notification	0	0	2026-09-11	2026-09-11	JavaScript	
Exodo0/ERLC-API	4	0	2024-05-23	2026-08-23	TypeScript	MIT
exodus-softworks-llc/exodus-external	1	0	2025-08-02	2025-08-21		
Exodus12f8/vitea-studios	0	0	2025-07-26	2025-07-27	CSS	
Exodus12f8/VS-Studios	0	0	2025-07-27	2025-10-05	CSS	
Expansionator/my-roblox-projects	3	0	2023-12-30	2026-07-10	Lua	
Expansionator/roblox-player-tracker	1	0	2026-05-07	2026-07-28	Python	MIT
Expeditious-containment833/Foreman	0	0	2026-08-13	2026-09-24	HTML	MIT
ExpensiveGambling/roblox-eating-game	0	0	2026-07-14	2026-07-16	Lua	
ExperiencersInternational/AlertService	1	0	2022-04-06	2022-06-24		
ExperiencersInternational/blisstools	2	0	2022-02-03	2023-06-08		NOASSERTION
ExperiencersInternational/DisableCoreGUIFunctions	5	2	2020-12-07	2024-04-12		NOASSERTION
ExperiencersInternational/RemoveRobloxTempAtStartup	0	0	2021-03-01	2021-03-01		
ExperiencersInternational/roblox-plugin-importer	0	0	2021-12-23	2021-12-23	Lua	MIT
ExperiencersInternational/Roblox28072021	3	0	2021-07-29	2021-07-29	Lua	
ExperiencersInternational/RoTweakPlugin	0	0	2021-03-01	2021-03-01		
ExperiencersInternational/StudioFetch	1	0	2022-08-17	2026-04-13		LGPL-2.1
Expination/QORoblox	1	0	2023-08-06	2023-09-20		GPL-2.0
Exploit-Master122/R0b10x	1	5	2025-07-25	2025-07-25	HTML	
exploitalexguy/boss-analyzer	0	0	2026-07-01	2026-07-06	Lua	
ExploitPassionate/Black-Guy-Transformation-Script-Roblox	0	0	2024-08-16	2024-08-16		
ExRizzve/Viverna-UI-Library	0	0	2026-03-25	2026-03-25	Lua	
exstrxct/old-2000s-rblx-game-files	0	0	2026-07-26	2026-07-26		
exstrxct/RoDE	0	0	2026-07-11	2026-07-11	Luau	
ext0/RobloxSharp	5	3	2015-09-10	2017-06-23	C#	
extazyq/ROBLOX-IMAGE-HELPER	0	0	2026-08-03	2026-08-03	JavaScript	
Extentfx/Luau-Interpreter	1	0	2025-05-20	2026-02-10	JavaScript	
externalwrd/LUAU-Code-Portfolio	0	0	2026-07-06	2026-08-23	Luau	
Extovishka/Slam-Fender-SoundSpace-Map	0	0	2026-02-28	2026-02-28		
extrabumpy/psychic-adventure	0	0	2024-10-27	2024-10-27		
ExtraScale/flux	0	0	2026-01-13	2026-01-13		GPL-3.0
Extravi/bloxshade-args	4	4	2024-03-08	2024-12-30	C++	MIT
Extravi/Installer	25	7	2022-03-02	2023-03-04	NSIS	MIT
extremelygood/predictions	0	0	2026-08-02	2026-08-30	Luau	
ExtremePro11299/Roblox-DeDeprecator-plugin	0	0	2025-03-26	2026-08-01	Lua	
Extremois/Crank-Incremental	0	0	2026-08-21	2026-08-21	Luau	
ExtroDevGit/ExtroDevRobloxModuleLoader	1	0	2026-08-26	2026-08-26	Luau	
Exunys/Emoji-Chat	2	0	2023-02-26	2023-08-16	Lua	CC0-1.0
Exunys/MeepCity-Commands	1	1	2021-01-24	2021-04-20		CC0-1.0
Exunys/Roblox-Functions-Library	6	0	2022-04-09	2024-10-17	Lua	CC0-1.0
Exunys/Roblox-Unfocused-Window-Optimization	1	1	2022-06-11	2022-06-25	Lua	CC0-1.0
Exunys/Trigonometry	1	0	2021-12-17	2021-12-17	Lua	
exurd/DBR	1	0	2023-08-17	2026-08-24	Python	MIT
exurd/roblox-ltgrab	2	0	2025-03-28	2026-07-03	Lua	Unlicense
exurd/roblox_mgs_leaderboard	0	0	2023-10-21	2026-09-24	Python	GPL-3.0
exurd/roblox_wb_proxy	1	0	2025-03-19	2026-08-15	Luau	MIT
exuric/roblox-bedwars-info	0	0	2026-08-30	2026-08-30	JavaScript	
exvak-main-api/NovaLuau	0	0	2026-07-15	2026-07-15	C++	
exvisible/2016-March-port-of-Nebula-SG	0	0	2025-01-11	2025-01-11		
exwrds/GameCompiler	0	0	2026-08-08	2026-08-08	Lua	
exwrds/UniverseUpdater	2	0	2026-08-06	2026-08-12	Python	
Exzol/Exzol.github.io	0	0	2026-07-02	2026-07-13	CSS	
eyadghazy01-beep/Fake-roblox	0	0	2026-08-14	2026-08-14		
Eyalexe/2016E-references-x96dbg-roblox-patching	0	0	2026-08-17	2026-08-17		
eyalgonlod/VanityLinkExtractor	0	0	2025-11-29	2026-09-18	Python	
eye4eye-imp/roblox	0	0	2026-05-25	2026-06-02	Shell	MIT
eyeblueup-html/GaG2-Catalog	0	0	2026-06-19	2026-06-19	HTML	
eyedautumn/Dani-Studios	0	0	2025-09-06	2026-03-29		
EyeSaberTech/Nexus	0	1	2026-03-18	2026-03-18	Lua	
eyescares/PixieUiLib	0	0	2026-09-15	2026-09-15	Luau	MIT
eyfan098/Beamng-To-Roblox-Models-Converter-BRMC-	0	0	2026-03-16	2026-03-16	JavaScript	
eylulyasar69-a11y/luau-anti-sandbox-dtcs	0	0	2026-06-28	2026-06-28		
eyvanlol/Roblox-NPC	0	0	2025-03-10	2025-03-31	Lua	Apache-2.0
Eyx4/Blorect	0	0	2024-04-11	2024-04-11	HTML	
Eyx4/ROBLOsearch	0	0	2024-03-09	2024-03-09	HTML	
ez-plugins/roblox-skyblock	0	0	2026-05-04	2026-05-04	Lua	
ezblox/Cart-Ride-Creator-Ver	0	0	2023-08-25	2023-08-25		
ezekieltem/OP-Railgun	0	0	2025-10-17	2025-10-17	Luau	MIT
Ezequiel-Commits/Evolve-Repo	1	0	2023-08-21	2024-08-18	Lua	
ezicirakoYT/Basic-Client-Movement-Prediction	0	0	2023-12-29	2024-01-09		MIT
eznirm/roblox-asset-download	0	0	2026-07-18	2026-07-18	JavaScript	MIT
eznzafk/JGHUB.lua	0	0	2025-05-18	2025-05-18		
Ezra-test/RobloxWebTest	0	0	2025-01-29	2025-02-18	HTML	
EzWinsV4/EzWinsV4.github.io	0	0	2024-12-28	2024-12-28		
EzyBotYT/Diversion	0	0	2017-12-09	2017-12-09		MPL-2.0
Ezzenix/AutoRequireRoblox	4	2	2023-07-01	2026-01-14	TypeScript	MPL-2.0
F-59/RobloxDrawVideosIdk	0	0	2026-05-04	2026-05-04	Python	
F-c1/FutureCity-CFW	0	0	2026-03-30	2026-03-30	HTML	
f-f-0-1/roblox	0	0	2026-09-16	2026-09-17	Lua	
f-f-0-1/roblox-steam-notification	0	0	2025-10-12	2025-10-12	Lua	
f01o-top/NyphorLib	1	0	2026-05-10	2026-06-03	Lua	MIT
F0gzin/ObsidianMC	0	0	2026-01-09	2026-01-09		
f10ur-underscore/Roblox-saver	0	0	2025-07-03	2025-07-03		
F17ers/Roblox-UNBLOCKED-	0	33	2023-02-11	2023-02-12	Python	
F2PVN/Breakdoor-script	1	0	2026-07-14	2026-07-14	Lua	
F311ix/Luau-Samples	0	0	2026-01-18	2026-01-18		
F3vo/obb-cd	0	0	2025-05-23	2025-05-25	Luau	
F3XTeam/RBX-Building-Tools	62	42	2014-05-14	2025-02-19	Lua	
F3XTeam/RBX-Support-Library	8	3	2016-10-05	2016-10-06	Lua	
f4llingl4ck/ragdoll-module	0	0	2026-01-04	2026-01-04		
f4rt0ng/Roblox-Raycast-Fps-Gun	0	0	2025-05-07	2025-05-07	Lua	MIT
f59606268-cell/RBX-Script-Loader	0	0	2026-08-08	2026-08-08	Lua	
f60762215-dotcom/farzad_394	1	0	2025-12-31	2026-01-04	Lua	
f9445783-stack/Babft	0	0	2026-08-06	2026-08-06		
fa899/268-fixer	0	1	2022-10-30	2022-11-15	Batchfile	
fa899/Chat-Breaker-ROBLOX	0	0	2022-04-27	2022-04-28		
fa899/Luau-Dependencies	0	0	2023-01-29	2023-01-29	Lua	
fa899/Lunar	0	0	2022-10-24	2022-10-29	Lua	
fa899/Username-Generator	0	0	2022-06-13	2022-07-12		
Fabi007-down/Rblx-Joiner	0	0	2024-10-04	2024-10-04	Python	
fabianofelix521-star/gameforge-agi	0	0	2026-04-22	2026-04-22	Python	MIT
FabioRibeiro19792100/MockupRoblox	1	0	2026-01-07	2026-03-12	JavaScript	
fabiovictor14325-gif/scrapta	0	0	2025-09-21	2025-09-21		
FableRBX/seed	0	0	2026-08-29	2026-08-29	Luau	
FabrikaNauki/Roblox	0	0	2024-08-20	2024-08-20		
fabriztcio-afk/Roblox	0	0	2026-09-05	2026-09-05		
fabuss254/Fab-rbxts-template	0	0	2025-06-05	2026-05-04	Lua	
fabuss254/roblox_utility	0	1	2019-02-19	2019-02-22	HTML	MIT
Facetscripting/Facet-sab	0	0	2026-03-24	2026-03-24		
facnac36-dotcom/UsersStats	0	0	2026-05-13	2026-05-13	HTML	
Facts-Machine/PartEmitter	0	0	2022-03-24	2022-03-24	Lua	
FacuCutipay/a-game-	1	0	2019-01-03	2019-01-03		Apache-2.0
Fadeluc-123/Volt	1	0	2026-09-20	2026-09-22	Luau	MIT
faderip/RobloxThings	0	0	2023-10-16	2026-06-09	Lua	
Fadewasheres/FadesCorePicker	0	0	2023-06-22	2023-11-04	Lua	
Fadify/RealTX	0	0	2021-07-05	2021-07-28	Lua	
Fadify/RO-TX	5	2	2021-07-24	2022-01-04	Lua	
Fadlilazim/money-simulator	0	0	2026-09-04	2026-09-04	Lua	
faeriee9/ROBLOX	1	0	2022-09-12	2022-09-12		
faeyza-561/Roblox-blindbag-papercraft	0	0	2025-12-05	2025-12-05	HTML	
fagred35-dot/roblox-covers-unblock	0	0	2026-09-05	2026-09-05	PowerShell	MIT
Fahadbin-Alam/Roblox-Islamic-Game	0	0	2026-04-10	2026-04-12	Lua	
Faheem-lua/Cobaltv17-	1	0	2025-05-14	2025-06-01	Luau	Apache-2.0
FaheemRiaz1/health-knowledge-challenge	0	0	2026-07-25	2026-07-25	Luau	MIT
fahim54x-hue/BloxAppeals	1	1	2026-03-23	2026-03-27	TypeScript	
fahr1akbar/SambungKataRoblox	1	0	2026-03-27	2026-03-27	Python	
fahrifabian/gamepass-proxy	0	0	2025-08-24	2025-08-24	JavaScript	
fahrifabian/tipjar-proxy123	0	0	2025-08-19	2025-08-19	JavaScript	
fahry993/royale-high-gui-toolkit	0	0	2025-08-06	2026-02-19		
faihanalqhtani4-byte/roblox-forest-generator	0	0	2026-09-09	2026-09-09		
FairGamer/RBXMass-Sender	0	0	2022-02-03	2022-02-03	JavaScript	
FairyVR/od-caster-fx	0	0	2026-07-30	2026-08-01	Luau	
FairyVR/ParrortPerch	0	0	2026-07-11	2026-07-11	Luau	
Faizantm/roblox-outfit-finder	0	1	2026-04-09	2025-07-06		MIT
faizawaheed136-arch/ages	0	0	2026-07-28	2026-09-03	Luau	
Faizdzn/rblxapi_backend	4	8	2024-04-18	2024-10-02	JavaScript	
FaizoKen/Roblox-Player-Role	1	0	2026-04-25	2026-07-16	Rust	MIT
FajanHameesh/Roblox_DefusalSemiAutomatedCode	0	0	2026-07-05	2026-07-05	Python	
fak3Conde/CondeCodeStudio	1	0	2026-07-25	2026-07-25	C++	NOASSERTION
